0.0000000002 -0.000000000000000125035265964390
0.0000000002 -0.000000000000000169471311637876
0.0000000002 -0.000000000000000229698831489313
0.0000000002 -0.000000000000000311329351069251
0.0000000002 -0.000000000000000421968213224660
0.0000000003 -0.000000000000000571922833071706
0.0000000003 -0.000000000000000775162435685068
0.0000000003 -0.000000000000001050618499996464
0.0000000003 -0.000000000000001423946741494289
0.0000000004 -0.000000000000001929914241419187
0.0000000004 -0.000000000000002615633197706111
0.0000000005 -0.000000000000003544941020490439
0.0000000005 -0.000000000000004804332246962004
0.0000000006 -0.000000000000006510990578119221
0.0000000006 -0.000000000000008823662085855720
0.0000000007 -0.000000000000011957370488147859
0.0000000008 -0.000000000000016203325270774004
0.0000000009 -0.000000000000021955843818229571
0.0000000009 -0.000000000000029748739895573855
0.0000000010 -0.000000000000040304475763373249
0.0000000012 -0.000000000000054600502932940323
0.0000000013 -0.000000000000073958716110575326
0.0000000014 -0.000000000000100165929406411696
0.0000000016 -0.000000000000135635894429225944
0.0000000017 -0.000000000000183626787263184420
0.0000000019 -0.000000000000248532493640971121
0.0000000021 -0.000000000000336271632673200567
0.0000000024 -0.000000000000454805279754006562
0.0000000026 -0.000000000000614822905441662547
0.0000000029 -0.000000000000830646076977104397
0.0000000032 -0.000000000001121410514049909738
0.0000000035 -0.000000000001512597937550878532
0.0000000039 -0.000000000002037997236929656161
0.0000000043 -0.000000000002742174944550870416
0.0000000048 -0.000000000003683519225671170226
0.0000000053 -0.000000000004937875121334322430
0.0000000059 -0.000000000006602688681960809322
0.0000000065 -0.000000000008801389795815121027
0.0000000072 -0.000000000011687421796690923860
0.0000000080 -0.000000000015446817592831727570
0.0000000089 -0.000000000020297489038327635026
0.0000000099 -0.000000000026482468714078884235
0.0000000109 -0.000000000034253426364779546296
0.0000000121 -0.000000000043840423035348496408
0.0000000135 -0.000000000055405116115315792554
0.0000000150 -0.000000000068978961549371556429
0.0000000167 -0.000000000084396456013733508608
0.0000000186 -0.000000000101244829953635971375
0.0000000207 -0.000000000118859789926365789415
